observed_at,tx_hash,victim,lookalike,matched_recipient,matched_prefix,matched_suffix,score_total,score_address,score_type,score_token,detector_latency_ms,message_channel_accept_ms,message_send_latency_ms,http_status,accepted,message_id,subscription_trace
2026-06-19T05:28:02.888111302Z,0x10c913376c4943db42d07d95c78057da09b774e9fd9057a9460a02984e07096a,fecfe4f88d1bc3fb7740159ae8c0f55d74615473,01aedcb3e14a87cfa74b547d3544b58c7adfd400,01f4a299c50dde4de7088906b34acb6cfcdfd400,2,6,0.9999860090796308,0.6666666666666666,1,0.4,0.029022,394.515312,380.123019,200,true,39,0x1795b5a073b6d53eaf02de60385ae83b7dd205fb
2026-06-19T05:30:10.623078995Z,0xe52f070c897b8319bd0049eb0fec4177622f2e44bc14ea0cbaedca55407e11ed,7b09fc3bdd9a1eb0059f0c9d391f5d684e0f9918,92244d53192decb9ed1f97658e4ba6db3744f885,922933deb544d0234bda13a23b7c7b2540620aec,3,0,0.9016041065286885,0.25,1,0.4,0.024381,860.834487,846.701405,200,true,40,0x1795b5a073b6d53eaf02de60385ae83b7dd205fb
2026-06-19T05:38:31.71713929Z,0x751e4063a1af7e67c43e7a9fc61968c8152fe221f887ae2de40dfbef5a151048,bc8744370bcb6d5abf5de8b4086ecfbb4c5629c3,0000000000000068f116a894984e2db1123eb395,000273cf6b0ae67e9ae80473cad11c7c1c481908,3,0,0.9016041065286885,0.25,1,0.4,0.030732,810.137285,794.696424,200,true,41,0x1795b5a073b6d53eaf02de60385ae83b7dd205fb
2026-06-19T05:40:01.551177319Z,0xbfb5af039a8c5326491fb29d7d3e4631eb71093215738fce1170dd56e05a5ee0,1977d4500e3ff0c1a22eb840a4268f834b5da993,f44125dbdaa186ccd427b40de32409fcde624ece,f4412ac09e9522140ede437285efe7c63f324ece,5,5,0.99942475996381,0.8333333333333334,0.25,0.7,0.034981,398.730519,381.37839299999996,200,true,42,0x1795b5a073b6d53eaf02de60385ae83b7dd205fb
2026-06-19T05:45:31.636089766Z,0x5c09bc0ff26697d8384116bd0bdb39466fef1548190be210a6296ce3c26f5bdf,cacebc09ee91fe63071f261f8bfe74a99ca7ef70,0f16c81fa044a699721d409dea5646ba9686b7cc,0f776cc057622f0da2f257d2b987a7cf3386b7cc,2,6,0.9999860090796308,0.6666666666666666,1,0.4,0.027667,826.120915,808.8105810000001,200,true,43,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T05:46:01.045823205Z,0xa78638f311868bf35372f0be86e8d08aa49a988fb983a403a53e28f0b6e75664,cacebc09ee91fe63071f261f8bfe74a99ca7ef70,0f16c81fa044a699721d409dea5646ba9686b7cc,0f776cc057622f0da2f257d2b987a7cf3386b7cc,2,6,0.9999860090796308,0.6666666666666666,1,0.4,0.02821,417.723203,402.516684,200,true,44,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T05:48:39.13388284Z,0x31a5c4c32768871d74ab5cf9c7e79d1850dc383da599b578b788d7753308a43c,259597c1c4bb8f54bfb772c7c16a6cd9cea596b1,d5933ecb0aed66c39b50056ebeb11e6c95b0427d,d59e4bb195096794295938871b0812e008b0427d,3,6,0.9983377771861855,0.75,0.25,0.7,0.034488,923.228246,906.278944,200,true,45,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T05:49:05.218492834Z,0xde2092e7c566e7477e658dc444c1af6cdb972bb1c558f3d7a2f9ceb48e92c766,259597c1c4bb8f54bfb772c7c16a6cd9cea596b1,d5933ecb0aed66c39b50056ebeb11e6c95b0427d,d59e4bb195096794295938871b0812e008b0427d,3,6,0.9983377771861855,0.75,0.25,0.7,0.025895,407.533839,393.608065,200,true,46,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T05:54:32.886396937Z,0x92f1a207cb184e919f5f871ce3f2e91f2b1fb79ab79c5b8d6511841b0ecee573,2dcbc69ca4d13c232f39fc65d1aa568567c1c1c3,0a48646f4d9ef7899407e6283137273728c088b9,0a4f6ecb214dc1d9acdd99743b4dcc58ccc088b9,3,6,0.9983377771861855,0.75,0.25,0.7,0.040495,782.801763,768.548761,200,true,47,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T05:55:01.830219073Z,0x0a102c393e0983c60645545f2c25b38609fb996130d885a936039868d905cbd6,2dcbc69ca4d13c232f39fc65d1aa568567c1c1c3,0a48646f4d9ef7899407e6283137273728c088b9,0a4f6ecb214dc1d9acdd99743b4dcc58ccc088b9,3,6,0.9983377771861855,0.75,0.25,0.7,0.025001,435.44535099999996,418.25944300000003,200,true,48,0xf7748da8d4961c8a0e391739071bf75cb21791f2
