"source_dir","started_at","ended_at","duration_seconds","pending_messages","pending_messages_per_second","pending_interarrival_p50_ms","pending_interarrival_p99_ms","erc20_transfer_calls","erc20_transfer_calls_per_second","post_warmup_blocks","included_transactions","detector_latency_p99_ms","lookup_latency_p99_ms","message_channel_accept_p99_ms","telegram_alerts_sent","telegram_alerts_failed","subscription_reconnects","subscription_errors","subscription_dropped_messages","visibility_valid","included_seen_pending","included_seen_pending_rate","included_visibility_loss_rate","included_erc20_transfers","included_erc20_seen_pending","included_erc20_seen_pending_rate","included_erc20_visibility_loss_rate","visibility_semantics"
"results/paper_artifacts_20260619/live_mempool_20260619T0316_1000v","2026-06-19T03:13:38.356181282Z","2026-06-19T09:13:38.357249811Z","21600.001068529","813092","37.643146285981786","1.939635","339.68425999999977","245540","11.36759203024992","1791","458667","0.016519089999999965","0.023419989999999846","956.2082023999999","121","0","3","3","1563","true","261427","0.5699712427534573","0.43002875724654266","123056","93264","0.7578988428032766","0.24210115719672343","provider-specific public pending-feed proxy, not global Ethereum mempool truth"
